id_pedido;fecha_despacho;dia_semana_despacho;provincia_destino;categoria_producto;peso_paquete_kg;volumen_paquete_cm3;proveedor_logistico;distancia_km;clima_despacho;es_vispera_feriado;tipo_envio;intentos_previos;etiqueta_fragil;entrega_demorada;codigo_postal_dest;valor_declarado_ars
5574;6/4/2023;jueves;Salta;Muebles;3407;19260;Transporte Propio;1600;Despejado;No;Same-Day;0;Sí;0;B19XX;84967
5575;31/10/2023;martes;Córdoba;Juguetes;4678;934710;Andreani;634;Tormenta;No;Normal;1;No;0;B7675AAA;133844
5576;6/6/2023;martes;Tucumán;Bazar;4869;266470;Correo Argentino;742;Despejado;Sí;Same-Day;1;No;0;B8658AAA;118941
5577;4/8/2023;viernes;Santa Fe;Electrónica;216;415630;Correo Argentino;1947;Lluvia;No;Normal;3;No;0;B7170AAA;7645
5578;27/1/2023;viernes;Santa Fe;Juguetes;244;412010;Transporte Propio;1009;Despejado;Sí;Express;1;No;0;B1776AAA;44402
5579;11/9/2023;lunes;Neuquén;Indumentaria;1027;728930;Transporte Propio;511;Despejado;No;Express;3;No;0;B7200AAA;42177
5580;19/12/2023;martes;Santa Fe;Indumentaria;4576;884580;Transporte Propio;2394;Lluvia;No;Express;3;Sí;1;N/A;125571
5581;29/7/2023;sábado;Salta;Indumentaria;512;425690;Oca;1009;Despejado;No;Normal;2;No;1;B5091AAA;15810
5582;15/12/2023;viernes;CABA;Juguetes;2369;791200;Correo Argentino;2450;Tormenta;No;Normal;2;No;1;B5580AAA;$ 2.055
5583;10/2/2023;viernes;Córdoba;Electrónica;1488;319540;Oca;2364;Despejado;No;Same-Day;2;Sí;0;B9979AAA;48167
5584;8/11/2023;miércoles;Tucumán;Muebles;4221;868540;Andreani;1403;Despejado;No;Express;3;Sí;0;B6037AAA;103693
5585;28/10/2023;sábado;Tucumán;Indumentaria;1951;398330;Correo Argentino;521;Tormenta;No;Same-Day;2;Sí;1;B3254AAA;ARS 21038
5586;14/8/2023;lunes;CABA;Juguetes;2858;862790;Transporte Propio;2437;Despejado;No;Same-Day;1;No;0;B2762AAA;119367
5587;26/8/2023;sábado;Neuquén;Indumentaria;2225;792810;Correo Argentino;694;Despejado;Sí;Same-Day;0;No;1;B3639AAA;97708
5588;14/12/2023;jueves;Neuquén;Electrónica;1045;358440;Correo Argentino;2141;Despejado;No;Express;0;Sí;0;B7013AAA;15322
5589;19/11/2023;domingo;Salta;Indumentaria;3188;806850;Oca;221;Lluvia;No;Normal;3;Sí;1;B4914AAA;$ 6.526
5590;19/12/2023;martes;Tucumán;Indumentaria;2092;972540;Oca;278;Despejado;No;Normal;3;Sí;0;B8661AAA;$ 57.085
5591;27/7/2023;jueves;Buenos Aires;Electrónica;1579;274760;Correo Argentino;659;Despejado;Sí;Same-Day;1;No;1;B3000AAA;ARS 58822
5592;21/8/2023;lunes;Tucumán;Bazar;1793;182090;Oca;1733;Tormenta;No;Same-Day;0;Sí;0;B6062AAA;$ 17.839
5593;31/8/2023;jueves;Santa Fe;Juguetes;1054;89340;Transporte Propio;1635;Lluvia;No;Express;3;No;1;B7871AAA;$ 33.494
5594;3/7/2023;lunes;CABA;Juguetes;3574;70930;Oca;1969;Tormenta;No;Normal;3;Sí;1;B6897AAA;51140
5595;23/6/2023;viernes;Neuquén;Juguetes;254;317550;Transporte Propio;353;Despejado;No;Express;2;No;0;B3862AAA;97541
5596;4/1/2023;miércoles;Neuquén;Indumentaria;4231;822210;Andreani;1982;Despejado;No;Normal;1;Sí;1;B6876AAA;$ 52.701
5597;23/9/2023;sábado;Córdoba;Juguetes;3165;409080;Andreani;308;Tormenta;No;Same-Day;0;Sí;0;B5828AAA;116876
5598;16/11/2023;jueves;Salta;Indumentaria;1765;682780;Correo Argentino;911;Despejado;No;Normal;3;No;0;B4618AAA;$ 9.055
5599;7/7/2023;viernes;Mendoza;Bazar;4382;268850;Oca;157;Despejado;No;Normal;3;No;0;B9465AAA;85040
5600;9/8/2023;miércoles;Córdoba;Juguetes;901;128330;Correo Argentino;1270;Despejado;No;Same-Day;2;Sí;0;123;42876
5601;13/12/2023;miércoles;Córdoba;Juguetes;2873;454290;Correo Argentino;1128;Despejado;No;Normal;1;No;0;B9133AAA;ARS 10926
5602;23/9/2023;sábado;Salta;Juguetes;871;55490;Oca;436;Despejado;No;Same-Day;1;Sí;0;B8140AAA;ARS 67480
5603;4/8/2023;viernes;CABA;Indumentaria;2281;224930;Andreani;457;Despejado;No;Normal;3;Sí;0;B19XX;$ 54.291
5604;22/3/2023;miércoles;Santa Fe;Juguetes;3765;732070;Correo Argentino;1048;Despejado;No;Normal;2;No;0;B3118AAA;26768
5605;7/10/2023;sábado;CABA;Juguetes;2556;387370;Correo Argentino;521;Despejado;No;Same-Day;1;Sí;0;B9031AAA;29947
5606;2/5/2023;martes;Santa Fe;Juguetes;606;811240;Oca;783;Despejado;Sí;Same-Day;1;Sí;1;B8425AAA;ARS 78289
5607;12/10/2023;jueves;Córdoba;Indumentaria;3647;347050;Correo Argentino;1495;Despejado;No;Same-Day;1;Sí;0;B1670AAA;21160
5608;16/7/2023;domingo;Salta;Bazar;2143;422590;Transporte Propio;258;Tormenta;No;Same-Day;1;Sí;0;B19XX;86429
5609;23/10/2023;lunes;Mendoza;Indumentaria;4747;968790;Correo Argentino;2257;Despejado;No;Express;2;No;0;N/A;118957
5610;20/3/2023;lunes;Neuquén;Bazar;974;900290;Andreani;1258;Despejado;No;Normal;1;No;0;B3864AAA;ARS 100096
5611;17/2/2023;viernes;Neuquén;Muebles;409;265460;Correo Argentino;575;Despejado;No;Same-Day;1;Sí;0;B7008AAA;46431
5612;12/6/2023;lunes;CABA;Muebles;289;344850;Andreani;1217;Despejado;No;Same-Day;0;No;0;B7011AAA;33674
5613;26/11/2023;domingo;Buenos Aires;Muebles;2242;901460;Transporte Propio;2207;Despejado;No;Normal;0;Sí;0;B9199AAA;$ 142.621
5614;20/11/2023;lunes;Buenos Aires;Muebles;2104;116800;Andreani;971;Despejado;No;Same-Day;1;Sí;0;B8458AAA;$ 61.747
5615;14/12/2023;jueves;Salta;Bazar;2539;485370;Oca;504;Despejado;Sí;Same-Day;1;Sí;1;B1665AAA;$ 121.431
5616;24/10/2023;martes;Salta;Bazar;3235;370910;Andreani;2278;Despejado;No;Same-Day;1;No;0;B4997AAA;$ 83.546
5617;5/9/2023;martes;Buenos Aires;Muebles;686;586120;Andreani;1503;Despejado;No;Normal;1;Sí;0;B4350AAA;80332
5618;17/5/2023;miércoles;CABA;Juguetes;4729;85670;Oca;625;Despejado;No;Normal;3;Sí;0;B7647AAA;5766
5619;16/3/2023;jueves;Buenos Aires;Bazar;1727;635490;Transporte Propio;2243;Despejado;No;Normal;1;No;1;B6458AAA;$ 21.952
5620;13/11/2023;lunes;Buenos Aires;Indumentaria;3986;238320;Oca;1106;Despejado;No;Same-Day;0;Sí;0;B7607AAA;46942
5621;5/11/2023;domingo;Salta;Juguetes;4429;651730;Andreani;2157;Despejado;No;Same-Day;2;No;1;B3661AAA;$ 118.078
5622;19/1/2023;jueves;Mendoza;Indumentaria;4089;626720;Correo Argentino;1782;Lluvia;No;Same-Day;1;No;0;B2378AAA;35045
5623;23/11/2023;jueves;Tucumán;Bazar;103;798210;Oca;183;Despejado;Sí;Normal;1;No;0;B3126AAA;$ 91.306
5624;26/4/2023;miércoles;Buenos Aires;Indumentaria;282;109710;Correo Argentino;1349;Despejado;No;Normal;2;Sí;0;B2315AAA;11990
5625;21/10/2023;sábado;Salta;Indumentaria;1416;215640;Oca;488;Lluvia;No;Express;2;Sí;0;B9252AAA;100283
5626;19/10/2023;jueves;Mendoza;Juguetes;4977;214750;Correo Argentino;1562;Despejado;No;Same-Day;2;No;0;B8340AAA;114873
5627;16/3/2023;jueves;Córdoba;Juguetes;813;925840;Oca;437;Despejado;No;Same-Day;1;No;0;B3349AAA;144528
5628;22/6/2023;jueves;Salta;Muebles;1739;363230;Oca;643;Despejado;No;Same-Day;1;No;0;B9461AAA;91375
5629;4/2/2023;sábado;Buenos Aires;Bazar;2175;637060;Transporte Propio;1883;Tormenta;No;Same-Day;0;Sí;0;B7150AAA;121069
5630;4/6/2023;domingo;Mendoza;Juguetes;3897;697590;Oca;991;Despejado;No;Express;3;No;0;B2071AAA;ARS 89958
5631;24/3/2023;viernes;Neuquén;Bazar;4118;218020;Oca;1039;Despejado;No;Same-Day;0;No;0;B2454AAA;$ 91.213
5632;15/1/2023;domingo;Córdoba;Electrónica;3584;694800;Correo Argentino;2366;Despejado;Sí;Express;2;No;0;B3767AAA;$ 29.578
5633;20/10/2023;viernes;Buenos Aires;Juguetes;3642;220250;Correo Argentino;1769;Despejado;No;Express;1;Sí;1;B3016AAA;49977
5634;21/1/2023;sábado;Neuquén;Juguetes;2202;334840;Correo Argentino;767;Tormenta;No;Same-Day;1;No;1;B5632AAA;24678
5635;17/2/2023;viernes;Salta;Muebles;3357;417290;Transporte Propio;1587;Despejado;No;Same-Day;1;No;1;B3744AAA;$ 123.411
5636;8/10/2023;domingo;Tucumán;Electrónica;4149;600260;Transporte Propio;1136;Despejado;No;Normal;2;No;0;B4696AAA;70469
5637;8/4/2023;sábado;Córdoba;Muebles;3251;535430;Andreani;587;Despejado;No;Express;2;Sí;0;B9649AAA;ARS 97845
5638;6/11/2023;lunes;Neuquén;Bazar;2238;176970;Correo Argentino;2492;Despejado;No;Express;3;Sí;1;B2127AAA;ARS 50363
5639;14/3/2023;martes;Santa Fe;Indumentaria;1935;635900;Oca;923;Despejado;No;Same-Day;0;Sí;0;B4332AAA;$ 137.155
5640;3/4/2023;lunes;Santa Fe;Indumentaria;1164;299410;Oca;1503;Despejado;No;Express;3;No;0;B2248AAA;ARS 106913
5641;14/10/2023;sábado;Córdoba;Muebles;3279;776260;Correo Argentino;1311;Lluvia;No;Normal;0;No;1;B9215AAA;138366
5642;29/7/2023;sábado;Salta;Electrónica;4286;157640;Oca;1832;Despejado;No;Normal;3;No;0;B2082AAA;59894
5643;21/1/2023;sábado;Santa Fe;Electrónica;2171;367580;Transporte Propio;1164;Despejado;No;Normal;2;No;1;B9987AAA;$ 105.932
5644;4/3/2023;sábado;CABA;Indumentaria;2315;244500;Correo Argentino;366;Tormenta;No;Normal;0;Sí;0;B8960AAA;105509
5645;21/10/2023;sábado;Córdoba;Muebles;4716;691210;Transporte Propio;505;Despejado;No;Same-Day;1;No;0;B9894AAA;$ 91.257
5646;27/9/2023;miércoles;Buenos Aires;Electrónica;3594;322690;Oca;1246;Despejado;No;Normal;2;Sí;0;B2148AAA;67932
5647;5/8/2023;sábado;Tucumán;Muebles;3468;238470;Correo Argentino;1774;Despejado;No;Normal;3;Sí;0;B7686AAA;$ 144.738
5648;24/3/2023;viernes;CABA;Muebles;1175;283780;Andreani;1259;Lluvia;No;Express;2;No;0;B3951AAA;66282
5649;2/8/2023;miércoles;Santa Fe;Juguetes;2486;603590;Transporte Propio;239;Despejado;No;Normal;3;Sí;0;B6852AAA;ARS 87721
5650;24/8/2023;jueves;Santa Fe;Bazar;2387;444990;Transporte Propio;122;Lluvia;No;Same-Day;0;Sí;0;B6104AAA;14254
5651;1/7/2023;sábado;CABA;Indumentaria;1281;294600;Oca;550;Despejado;No;Express;0;No;0;B3173AAA;$ 32.819
5652;14/2/2023;martes;Tucumán;Electrónica;3942;602240;Correo Argentino;56;Despejado;No;Express;1;Sí;0;B2368AAA;ARS 43528
5653;24/7/2023;lunes;Neuquén;Electrónica;4529;497250;Transporte Propio;2044;Despejado;No;Same-Day;0;No;1;B7324AAA;123921
5654;9/9/2023;sábado;Tucumán;Indumentaria;1464;997580;Transporte Propio;2024;Despejado;No;Normal;0;No;0;B6472AAA;$ 123.640
5655;6/8/2023;domingo;Córdoba;Juguetes;4127;607080;Oca;1011;Lluvia;No;Express;1;Sí;1;B8921AAA;$ 72.315
5656;12/3/2023;domingo;Tucumán;Bazar;4313;889610;Andreani;200;Lluvia;No;Express;1;No;1;B8299AAA;63812
5657;24/10/2023;martes;Buenos Aires;Electrónica;4001;590850;Transporte Propio;1394;Despejado;No;Normal;1;No;0;B19XX;$ 67.705
5658;5/8/2023;sábado;CABA;Indumentaria;1255;293570;Transporte Propio;96;Lluvia;No;Same-Day;2;No;0;B6628AAA;84911
5659;6/11/2023;lunes;Tucumán;Electrónica;4881;19910;Transporte Propio;1472;Despejado;No;Same-Day;0;Sí;0;B5420AAA;113040
5660;19/9/2023;martes;Santa Fe;Indumentaria;4874;380890;Correo Argentino;1669;Lluvia;No;Express;2;No;0;B6832AAA;$ 83.484
5661;16/5/2023;martes;CABA;Juguetes;126;535670;Oca;400;Tormenta;No;Normal;1;Sí;1;B1631AAA;143849
5662;12/4/2023;miércoles;Salta;Indumentaria;492;962400;Andreani;1299;Despejado;No;Express;1;Sí;0;B3960AAA;ARS 128796
5663;26/6/2023;lunes;Salta;Bazar;3737;909080;Correo Argentino;705;Despejado;No;Same-Day;2;No;1;B6653AAA;$ 65.004
5664;6/12/2023;miércoles;Santa Fe;Muebles;3338;567130;Correo Argentino;639;Despejado;No;Normal;3;Sí;0;B6573AAA;$ 112.916
5665;17/5/2023;miércoles;Santa Fe;Electrónica;93;38030;Transporte Propio;1085;Despejado;Sí;Same-Day;0;Sí;0;B6578AAA;$ 132.406
5666;23/3/2023;jueves;CABA;Bazar;4644;682960;Andreani;2240;Lluvia;No;Normal;0;Sí;1;B19XX;15412
5667;1/4/2023;sábado;Santa Fe;Muebles;2201;50220;Correo Argentino;514;Despejado;No;Normal;1;Sí;0;B6105AAA;$ 132.457
5668;23/8/2023;miércoles;Santa Fe;Juguetes;4324;36390;Correo Argentino;2235;Despejado;No;Express;0;Sí;0;B8745AAA;17186
5669;12/9/2023;martes;CABA;Electrónica;38;946660;Transporte Propio;1099;Tormenta;Sí;Same-Day;0;No;1;B6819AAA;$ 122.856
5670;16/3/2023;jueves;Neuquén;Electrónica;35;614130;Transporte Propio;2021;Despejado;No;Normal;1;No;0;B8602AAA;142528
5671;19/9/2023;martes;Tucumán;Bazar;692;667480;Correo Argentino;425;Despejado;No;Same-Day;2;Sí;0;B4405AAA;ARS 60686
5672;1/1/2023;domingo;Mendoza;Muebles;3187;748880;Transporte Propio;1582;Despejado;No;Express;0;No;0;B2416AAA;79671
5673;7/12/2023;jueves;Mendoza;Bazar;415;377800;Andreani;696;Lluvia;No;Express;1;Sí;0;B8703AAA;87848
5674;25/12/2023;lunes;Córdoba;Bazar;31;987370;Andreani;1172;Despejado;No;Same-Day;1;Sí;1;N/A;ARS 118845
5675;9/12/2023;sábado;Santa Fe;Indumentaria;1088;170410;Correo Argentino;1056;Tormenta;No;Same-Day;0;No;0;B4973AAA;125599
5676;26/4/2023;miércoles;Córdoba;Bazar;4307;831230;Transporte Propio;1411;Despejado;Sí;Normal;2;No;0;B2583AAA;ARS 40018
5677;16/1/2023;lunes;Córdoba;Bazar;1589;47610;Transporte Propio;1322;Despejado;No;Same-Day;0;No;0;B8547AAA;$ 87.714
5678;10/11/2023;viernes;Tucumán;Indumentaria;4282;663550;Oca;589;Despejado;No;Same-Day;0;Sí;0;B1021AAA;113793
5679;9/12/2023;sábado;Neuquén;Indumentaria;1053;492690;Oca;2394;Despejado;No;Normal;1;Sí;0;B2678AAA;$ 94.974
5680;18/2/2023;sábado;CABA;Juguetes;3091;732600;Oca;631;Despejado;No;Same-Day;0;No;0;B19XX;28476
5681;16/12/2023;sábado;Neuquén;Bazar;4368;200860;Andreani;252;Despejado;No;Express;0;Sí;0;B9032AAA;80155
5682;24/5/2023;miércoles;Santa Fe;Electrónica;2093;786520;Andreani;1918;Lluvia;No;Same-Day;3;Sí;0;B4989AAA;ARS 85273
5683;1/2/2023;miércoles;Salta;Muebles;1204;658370;Correo Argentino;1784;Despejado;No;Normal;2;Sí;1;B1019AAA;91447
5684;28/12/2023;jueves;Santa Fe;Bazar;2061;829950;Andreani;308;Despejado;No;Same-Day;0;No;0;B5745AAA;ARS 26237
5685;13/7/2023;jueves;Tucumán;Muebles;522;923160;Correo Argentino;961;Despejado;No;Normal;0;Sí;0;B6970AAA;135779
5686;26/6/2023;lunes;Salta;Indumentaria;4631;698290;Andreani;1538;Despejado;No;Normal;2;Sí;0;B8638AAA;$ 80.048
5687;15/12/2023;viernes;Santa Fe;Bazar;3649;508150;Oca;227;Despejado;No;Normal;1;Sí;0;B8797AAA;130403
5688;15/11/2023;miércoles;CABA;Electrónica;2415;32050;Transporte Propio;1729;Despejado;No;Same-Day;1;No;0;B2802AAA;$ 1.522
5689;26/10/2023;jueves;Córdoba;Bazar;2513;602040;Correo Argentino;2115;Despejado;No;Express;3;No;0;123;84985
5690;24/1/2023;martes;Salta;Muebles;4816;98650;Transporte Propio;2484;Despejado;Sí;Normal;2;Sí;1;B5787AAA;56454
5691;2/6/2023;viernes;Salta;Bazar;3025;294020;Andreani;1652;Lluvia;No;Same-Day;0;No;0;B7836AAA;$ 39.103
5692;14/5/2023;domingo;Salta;Juguetes;4047;175000;Transporte Propio;72;Despejado;No;Normal;0;Sí;0;B2346AAA;$ 93.502
5693;15/8/2023;martes;CABA;Electrónica;2812;52640;Transporte Propio;2439;Despejado;No;Same-Day;2;Sí;1;B9505AAA;$ 139.012
5694;21/6/2023;miércoles;Buenos Aires;Juguetes;3023;675160;Oca;1861;Lluvia;No;Normal;0;No;0;B4119AAA;$ 125.705
5695;20/6/2023;martes;Buenos Aires;Electrónica;4543;313900;Andreani;2338;Despejado;No;Same-Day;1;No;0;B7771AAA;139714
5696;20/4/2023;jueves;Neuquén;Bazar;2068;832040;Correo Argentino;29;Tormenta;No;Express;2;Sí;1;B9245AAA;$ 73.451
5697;19/12/2023;martes;Salta;Juguetes;4851;769870;Andreani;2376;Tormenta;No;Express;3;No;1;B4116AAA;1103
5698;15/10/2023;domingo;CABA;Muebles;658;426290;Oca;1258;Despejado;No;Normal;0;No;0;N/A;$ 88.976
5699;7/1/2023;sábado;Buenos Aires;Juguetes;3014;182300;Andreani;1631;Despejado;No;Express;1;Sí;0;B2697AAA;$ 105.275
5700;13/8/2023;domingo;Salta;Bazar;2595;920740;Oca;1251;Tormenta;No;Normal;3;No;0;B3441AAA;$ 102.946
5701;2/6/2023;viernes;Mendoza;Electrónica;2575;525380;Andreani;1077;Despejado;No;Express;0;Sí;0;B5760AAA;ARS 36265
5702;5/10/2023;jueves;Buenos Aires;Muebles;3088;810260;Andreani;2347;Despejado;No;Express;3;Sí;1;B7110AAA;139471
5703;16/6/2023;viernes;Neuquén;Muebles;554;434850;Correo Argentino;2046;Despejado;No;Express;0;Sí;0;B3586AAA;$ 36.810
5704;13/4/2023;jueves;Tucumán;Juguetes;701;85170;Andreani;703;Despejado;No;Same-Day;3;Sí;0;B8886AAA;96101
5705;14/5/2023;domingo;Neuquén;Muebles;2184;239160;Oca;618;Tormenta;No;Same-Day;2;No;0;B1675AAA;47763
5706;7/10/2023;sábado;Santa Fe;Bazar;2903;851830;Correo Argentino;1493;Despejado;No;Same-Day;3;Sí;0;B6807AAA;ARS 112155
5707;17/11/2023;viernes;Mendoza;Muebles;3185;357550;Correo Argentino;1671;Lluvia;No;Express;3;Sí;0;B4949AAA;$ 72.275
5708;30/8/2023;miércoles;Tucumán;Electrónica;3873;516970;Oca;260;Despejado;No;Express;0;No;0;B1705AAA;93969
5709;7/8/2023;lunes;Tucumán;Bazar;2142;322200;Transporte Propio;189;Despejado;No;Same-Day;0;No;0;B5143AAA;$ 79.902
5710;30/8/2023;miércoles;Mendoza;Muebles;2035;448420;Transporte Propio;541;Lluvia;No;Express;0;No;0;B1504AAA;$ 77.753
5711;9/7/2023;domingo;Santa Fe;Juguetes;2369;382010;Correo Argentino;1652;Despejado;No;Normal;2;No;0;B1508AAA;147268
5712;8/12/2023;viernes;Neuquén;Muebles;111;81860;Andreani;2203;Lluvia;No;Normal;3;Sí;0;B5984AAA;$ 149.422
5713;20/5/2023;sábado;Buenos Aires;Juguetes;754;810460;Correo Argentino;1036;Despejado;No;Normal;1;No;0;B3021AAA;$ 121.351
5714;21/12/2023;jueves;Buenos Aires;Indumentaria;4122;643070;Oca;956;Despejado;No;Express;3;Sí;0;B8496AAA;$ 48.458
5715;16/1/2023;lunes;Neuquén;Muebles;216;502810;Correo Argentino;2440;Despejado;No;Same-Day;1;Sí;0;B7775AAA;63628
5716;1/7/2023;sábado;Neuquén;Bazar;4488;564240;Oca;2125;Despejado;No;Normal;2;No;1;B7418AAA;$ 11.694
5717;28/8/2023;lunes;Buenos Aires;Bazar;4465;585520;Oca;566;Despejado;Sí;Normal;2;No;1;B6974AAA;28554
5718;30/12/2023;sábado;Buenos Aires;Bazar;3918;715470;Andreani;323;Despejado;Sí;Same-Day;0;No;1;B9829AAA;9911
5719;30/9/2023;sábado;Neuquén;Muebles;4153;778940;Correo Argentino;460;Despejado;No;Normal;0;No;0;N/A;ARS 81136
5720;11/2/2023;sábado;CABA;Bazar;4256;601660;Transporte Propio;237;Despejado;No;Express;1;Sí;0;B4753AAA;10585
5721;3/5/2023;miércoles;Tucumán;Juguetes;2775;211990;Oca;998;Despejado;No;Normal;1;No;0;B8185AAA;$ 45.678
5722;28/3/2023;martes;Córdoba;Juguetes;231;626010;Transporte Propio;2456;Despejado;No;Express;0;Sí;0;B5583AAA;$ 137.394
5723;5/5/2023;viernes;Tucumán;Electrónica;823;993600;Oca;102;Despejado;No;Normal;1;Sí;0;B9113AAA;ARS 125784
5724;19/9/2023;martes;Buenos Aires;Juguetes;1191;269780;Andreani;2261;Despejado;No;Express;1;No;0;N/A;$ 33.257
5725;30/7/2023;domingo;Santa Fe;Muebles;933;618050;Correo Argentino;2074;Lluvia;No;Normal;2;No;0;B7558AAA;62126
5726;30/6/2023;viernes;Neuquén;Electrónica;316;929590;Andreani;1436;Despejado;No;Same-Day;1;Sí;0;B7913AAA;$ 24.046
5727;9/12/2023;sábado;Córdoba;Bazar;1757;487240;Correo Argentino;1673;Despejado;No;Express;2;Sí;0;B8507AAA;133691
5728;4/10/2023;miércoles;CABA;Electrónica;1759;432590;Transporte Propio;1517;Tormenta;No;Same-Day;0;Sí;1;B2596AAA;ARS 139739
5729;22/11/2023;miércoles;Salta;Bazar;414;876080;Transporte Propio;517;Tormenta;No;Express;1;Sí;0;B2533AAA;$ 5.341
5730;14/7/2023;viernes;Buenos Aires;Electrónica;2158;431080;Andreani;1275;Lluvia;No;Normal;2;Sí;0;B2382AAA;52621
5731;24/6/2023;sábado;CABA;Electrónica;374;721350;Correo Argentino;441;Despejado;No;Normal;1;No;0;B1123AAA;80157
5732;16/5/2023;martes;Santa Fe;Electrónica;4561;121090;Oca;381;Despejado;No;Express;0;Sí;0;B19XX;ARS 71510
5733;25/10/2023;miércoles;Neuquén;Muebles;1234;371880;Andreani;547;Despejado;No;Normal;2;Sí;0;B1726AAA;$ 7.170
5734;28/3/2023;martes;Neuquén;Muebles;4035;726950;Correo Argentino;1760;Lluvia;No;Normal;1;No;0;B1091AAA;126799
5735;9/5/2023;martes;Neuquén;Electrónica;16;216390;Transporte Propio;679;Despejado;No;Express;2;Sí;0;B7317AAA;$ 57.863
5736;5/5/2023;viernes;Córdoba;Juguetes;1482;169920;Correo Argentino;2399;Despejado;Sí;Normal;3;Sí;1;B6591AAA;86860
5737;18/8/2023;viernes;Neuquén;Electrónica;792;86560;Transporte Propio;1472;Despejado;No;Express;0;No;0;B9695AAA;$ 16.506
5738;15/2/2023;miércoles;Santa Fe;Electrónica;4988;272130;Oca;63;Lluvia;No;Express;3;No;0;B2784AAA;$ 37.135
5739;9/7/2023;domingo;Salta;Juguetes;2218;360050;Correo Argentino;2209;Despejado;No;Same-Day;3;No;0;B9112AAA;ARS 124977
5740;11/8/2023;viernes;Santa Fe;Electrónica;385;624870;Correo Argentino;154;Despejado;No;Normal;1;Sí;0;B7361AAA;ARS 123845
5741;6/10/2023;viernes;Tucumán;Electrónica;3205;322030;Transporte Propio;971;Despejado;No;Same-Day;0;No;0;B9040AAA;2567
5742;14/7/2023;viernes;Mendoza;Electrónica;1457;318180;Correo Argentino;2145;Despejado;No;Express;0;Sí;0;B9543AAA;$ 131.195
5743;3/2/2023;viernes;Neuquén;Juguetes;3573;557270;Transporte Propio;584;Despejado;No;Normal;2;No;0;B5384AAA;149863
5744;2/2/2023;jueves;Mendoza;Juguetes;1764;698600;Transporte Propio;315;Despejado;No;Express;2;No;0;B6569AAA;ARS 79491
5745;12/3/2023;domingo;Salta;Juguetes;307;704640;Transporte Propio;192;Despejado;No;Same-Day;3;No;0;B1736AAA;73713
5746;8/6/2023;jueves;Salta;Indumentaria;3833;631410;Transporte Propio;1962;Despejado;No;Normal;3;No;0;B7095AAA;$ 110.272
5747;18/7/2023;martes;Tucumán;Indumentaria;894;910810;Andreani;998;Despejado;No;Normal;2;No;0;B19XX;$ 53.986
5748;23/10/2023;lunes;Salta;Muebles;3945;239150;Correo Argentino;1509;Despejado;No;Express;0;Sí;0;B7465AAA;135748
5749;27/5/2023;sábado;Santa Fe;Juguetes;2334;95890;Oca;1242;Despejado;No;Same-Day;0;No;1;B3724AAA;59749
5750;27/10/2023;viernes;Buenos Aires;Muebles;3826;913480;Transporte Propio;631;Lluvia;No;Express;2;No;0;B1111AAA;29461
5751;14/11/2023;martes;Santa Fe;Juguetes;1733;813340;Correo Argentino;564;Lluvia;No;Same-Day;2;No;0;B1265AAA;95164
5752;21/1/2023;sábado;Córdoba;Juguetes;4771;535380;Oca;864;Tormenta;No;Same-Day;3;No;1;B7044AAA;$ 145.069
5753;4/11/2023;sábado;Mendoza;Muebles;4966;918130;Transporte Propio;337;Lluvia;No;Normal;1;No;0;B2115AAA;24327
5754;29/11/2023;miércoles;Santa Fe;Electrónica;1104;265530;Transporte Propio;978;Despejado;No;Same-Day;3;No;0;B7247AAA;137121
5755;25/11/2023;sábado;CABA;Bazar;4571;16810;Oca;2132;Despejado;No;Express;1;Sí;0;B1055AAA;70589
5756;8/4/2023;sábado;Neuquén;Muebles;3538;638980;Correo Argentino;1863;Despejado;No;Same-Day;3;Sí;1;B2445AAA;98048
5757;20/9/2023;miércoles;Córdoba;Juguetes;1668;382410;Correo Argentino;2250;Despejado;No;Same-Day;3;Sí;0;B7736AAA;$ 73.737
5758;29/12/2023;viernes;Mendoza;Indumentaria;4034;239170;Transporte Propio;1079;Despejado;No;Same-Day;1;Sí;0;B5553AAA;146205
5759;9/9/2023;sábado;Mendoza;Bazar;1372;724320;Andreani;2475;Lluvia;No;Same-Day;1;No;0;B1274AAA;$ 77.692
5760;1/2/2023;miércoles;Neuquén;Muebles;4754;330050;Correo Argentino;246;Despejado;No;Normal;0;Sí;0;B4874AAA;146719
5761;4/7/2023;martes;Buenos Aires;Bazar;4204;613770;Transporte Propio;962;Lluvia;No;Same-Day;1;Sí;0;B8220AAA;$ 98.828
5762;17/12/2023;domingo;Buenos Aires;Indumentaria;3124;526470;Andreani;1813;Despejado;No;Express;1;No;1;B9064AAA;118189
5763;25/2/2023;sábado;Salta;Bazar;2896;720460;Transporte Propio;1362;Despejado;No;Same-Day;1;No;0;B5376AAA;ARS 29809
5764;23/8/2023;miércoles;Salta;Indumentaria;3631;616820;Correo Argentino;343;Despejado;No;Same-Day;0;No;0;B6972AAA;64308
5765;1/11/2023;miércoles;Mendoza;Muebles;4965;735290;Correo Argentino;2065;Despejado;No;Express;1;No;0;B8949AAA;106732
5766;21/2/2023;martes;CABA;Juguetes;4846;31000;Oca;401;Despejado;No;Normal;1;Sí;0;B8345AAA;60948
5767;24/11/2023;viernes;Salta;Bazar;109;281790;Andreani;561;Lluvia;No;Same-Day;1;Sí;0;B7415AAA;$ 40.991
